-11.81	-39.38	RIACHAODOJACUIPE	BA
-13.60	-42.93	RIACHODESANTANA	BA
-11.04	-38.43	RIBEIRADOAMPARO	BA
-10.83	-38.53	RIBEIRADOPOMBAL	BA
-15.45	-40.73	RIBEIRAODOLARGO	BA
-13.57	-41.81	RIODECONTAS	BA
-14.41	-42.07	RIODOANTONIO	BA
-13.12	-42.29	RIODOPIRES	BA
-11.48	-37.93	RIOREAL	BA
-8.85	-38.75	RODELAS	BA
-12.28	-40.49	RUYBARBOSA	BA
-12.87	-38.76	SALINASDAMARGARIDA	BA
-12.97	-38.51	SALVADOR	BA
-11.95	-38.97	SANTABARBARA	BA
-9.73	-38.12	SANTABRIGIDA	BA
-16.27	-39.02	SANTACRUZCABRALIA	BA
-14.96	-39.81	SANTACRUZDAVITORIA	BA
-13.29	-39.81	SANTAINES	BA
-15.42	-39.33	SANTALUZIA	BA
-13.39	-44.19	SANTAMARIADAVITORIA	BA
-11.00	-44.51	SANTARITADECASSIA	BA
-12.77	-39.52	SANTATERESINHA	BA
-11.25	-39.37	SANTALUZ	BA
-12.98	-44.05	SANTANA	BA
-12.01	-38.86	SANTANOPOLIS	BA
-12.54	-38.71	SANTOAMARO	BA
-12.96	-39.26	SANTOANTONIODEJESUS	BA
-12.43	-39.25	SANTOESTEVAO	BA
-12.36	-44.97	SAODESIDERIO	BA
-11.50	-39.54	SAODOMINGOS	BA
-12.84	-39.08	SAOFELIPE	BA
-12.60	-38.97	SAOFELIX	BA
-13.40	-44.19	SAOFELIXDOCORIBE	BA
-12.62	-38.68	SAOFRANCISCODOCONDE	BA
-11.22	-41.91	SAOGABRIEL	BA
-12.43	-38.96	SAOGONCALODOSCAMPOS	BA
-15.08	-39.33	SAOJOSEDAVITORIA	BA
-11.41	-39.86	SAOJOSEDOJACUIPE	BA
-13.04	-39.45	SAOMIGUELDASMATAS	BA
-12.51	-38.49	SAOSEBASTIAODOPASSE	BA
-12.72	-39.18	SAPEACU	BA
-11.60	-38.60	SATIRODIAS	BA
-12.73	-38.76	SAUBARA	BA
-10.94	-40.41	SAUDE	BA
-12.41	-41.77	SEABRA	BA
-14.57	-42.94	SEBASTIAOLARANJEIRAS	BA
-10.46	-40.19	SENHORDOBONFIM	BA
-9.74	-41.88	SENTOSE	BA
-13.57	-43.59	SERRADORAMALHO	BA
-12.76	-43.95	SERRADOURADA	BA
-12.16	-39.33	SERRAPRETA	BA
-11.66	-39.00	SERRINHA	BA
-11.41	-40.30	SERROLANDIA	BA
-12.78	-38.40	SIMOESFILHO	BA
-13.08	-43.46	SITIODOMATO	BA
-10.35	-38.21	SITIODOQUINTO	BA
-9.45	-40.82	SOBRADINHO	BA
-12.08	-41.63	SOUTOSOARES	BA
-12.70	-44.00	TABOCASDOBREJOVELHO	BA
-14.02	-41.24	TANHACU	BA
-13.54	-42.49	TANQUENOVO	BA
-11.97	-39.10	TANQUINHO	BA
-13.53	-39.09	TAPEROA	BA
-11.84	-40.79	TAPIRAMUTA	BA
-17.53	-39.74	TEIXEIRADEFREITAS	BA
-12.29	-38.62	TEODOROSAMPAIO	BA
-11.48	-38.99	TEOFILANDIA	BA
-13.60	-39.49	TEOLANDIA	BA
-12.39	-38.62	TERRANOVA	BA
-14.97	-41.41	TREMEDAL	BA
-10.96	-38.78	TUCANO	BA
-9.84	-39.48	UAUA	BA
-13.26	-39.66	UBAIRA	BA
-14.31	-39.32	UBAITABA	BA
-14.21	-39.52	UBATA	BA
-11.33	-42.13	UIBAI	BA
-10.73	-41.32	UMBURANAS	BA
-15.29	-39.07	UNA	BA
-14.77	-42.65	URANDI	BA
-14.59	-39.28	URUCUCA	BA
-12.08	-41.09	UTINGA	BA
-13.37	-39.07	VALENCA	BA
-11.41	-39.46	VALENTE	BA
-11.60	-40.13	VARZEADAROCA	BA
-11.52	-40.32	VARZEADOPOCO	BA
-11.25	-40.94	VARZEANOVA	BA
-12.97	-39.39	VARZEDO	BA
-12.96	-38.60	VERACRUZ	BA
-17.22	-40.09	VEREDA	BA
-14.86	-40.83	VITORIADACONQUISTA	BA
-12.28	-41.16	WAGNER	BA
-12.12	-43.88	WANDERLEY	BA
-13.68	-39.47	WENCESLAUGUIMARAES	BA
-10.82	-42.73	XIQUE-XIQUE	BA
-7.35	-39.04	ABAIARA	CE
-4.22	-38.70	ACARAPE	CE
-2.88	-40.12	ACARAU	CE
-6.09	-39.45	ACOPIARA	CE
-6.57	-40.12	AIUABA	CE
-3.58	-40.54	ALCANTARAS	CE
-7.00	-39.74	ALTANEIRA	CE
-5.52	-38.27	ALTOSANTO	CE
-3.49	-39.57	AMONTADA	CE
-6.77	-39.98	ANTONINADONORTE	CE
-3.94	-39.43	APUIARES	CE
-3.90	-38.39	AQUIRAZ	CE
-4.56	-37.77	ARACATI	CE
-4.37	-38.81	ARACOIABA	CE
-4.75	-40.83	ARARENDA	CE
-7.21	-40.04	ARARIPE	CE
-4.41	-39.04	ARATUBA	CE
-6.32	-40.16	ARNEIROZ	CE
